sgRNA	Gene	D1_high	D1_low	D2_high	D2_low	D3_high	D3_low	D4_high	D4_low
s_1974	TCF4	1933	2430	2158	2870	430	464	142	184
s_1599	POU5F1B	1807	2024	2078	2675	540	603	222	289
s_3655	ZNF492	1950	2253	2192	2936	943	981	352	481
s_842	HOXB2	1253	1377	1294	1728	222	281	116	109
s_3240	FOXP1	2423	2629	2768	3642	668	809	269	328
s_4388	JDP2	2221	2312	2415	3107	767	843	295	352
s_58	ZFHX3	1473	1702	1748	2281	522	570	185	267
s_3259	BHLHE22	735	706	749	1000	193	270	90	110
s_1111	IRF7	2137	2351	2364	3219	863	855	323	425
s_982	RBPJ	2024	2207	2278	2935	10	35	5	17
s_2146	TRPS1	1804	2166	2146	2870	134	321	52	142
s_2813	FLOT1	2188	2327	2463	3198	757	829	311	357
s_4731	ZNF679	2339	2526	2593	3328	918	941	416	456
s_2070	NR2F1	1825	2042	1965	2666	276	308	120	149
s_5809	Non-Targeting Control	2439	2808	2919	3894	371	412	147	185
s_1202	MAZ	1380	1675	1551	2133	56	66	25	22
s_2858	ZBTB18	2897	3271	3401	4270	1103	1101	409	522
s_3823	IKZF4	1401	1504	1613	2090	369	395	140	199
s_5413	Non-Targeting Control	1550	1626	1733	2375	592	632	219	325
s_5908	Non-Targeting Control	2524	2904	2837	3594	243	255	102	132
s_985	IL1R1	2760	2992	3144	4077	541	479	243	222
s_1147	LMX1B	2353	2792	2650	3326	848	936	358	426
s_2491	ZNF236	1312	1574	1572	2047	520	518	229	241
s_3120	HEY1	2172	2525	2701	3582	898	963	364	467
s_3035	IKZF3	1545	1775	1741	2370	532	501	204	237
s_4666	ZNF519	2175	2364	2431	3370	661	713	295	343
s_2825	IRX5	1638	1865	1785	2289	695	711	247	323
s_1717	RXRA	1949	2241	2171	2867	229	234	77	111
s_1597	POU5F1B	2167	2480	2309	3287	455	584	190	239
s_1337	NFATC2	1489	1815	1752	2281	542	502	212	239
s_395	ELK3	2452	2921	2898	3860	990	1035	416	509
s_549	FOXD2	1769	1833	1707	2342	73	85	17	47
s_998	IL2RB	1260	1458	1462	1940	60	62	24	31
s_4590	ZNF714	1933	2179	2260	2869	743	801	269	341
s_1101	IRF5	1701	1824	1800	2416	583	678	229	261
s_5651	Non-Targeting Control	1872	2154	2113	2726	44	51	25	22
s_2644	SOCS3	2182	2590	2587	3475	917	906	378	452
s_54	ASCL2	1500	1670	1722	2190	539	554	213	272
s_5472	Non-Targeting Control	1332	1715	1602	2068	226	227	103	97
s_5530	Non-Targeting Control	1676	1822	1874	2390	103	149	38	96
s_5070	FOXI3	1565	1700	1818	2274	232	356	85	92
s_4788	ZNF585A	3708	4263	4250	5521	1428	1708	612	698
s_1266	MSX1	1730	1987	1976	2603	101	115	44	48
s_5314	ZNF705D	2970	3256	3280	4525	562	676	195	263
s_59	ZFHX3	1525	1778	1732	2334	156	212	56	78
s_913	HOXD3	3256	3650	3619	4773	997	1038	428	524
s_5127	ZNF761	2595	2940	3014	4109	590	639	215	269
s_3139	ZIM2	1303	1451	1484	1952	266	265	109	137
s_3946	CARF	2324	2553	2602	3366	964	964	392	438
s_1358	NFE2L1	2569	2762	2958	3663	697	729	289	350
s_53	ASCL2	1442	1776	1674	2196	484	542	202	283
s_4616	TCF23	1476	1649	1618	2048	60	122	39	42
s_5116	TBPL2	2517	2900	2563	3620	790	946	297	414
s_3279	TFCP2L1	1923	2099	2090	2848	340	404	147	158
s_3071	KLRK1	3044	3545	3710	4726	750	804	287	351
s_1602	POU6F1	1449	1606	1660	2103	289	273	114	151
s_5319	ZNF735	2062	2403	2302	3046	975	1025	405	444
s_3616	SALL4	2388	2553	2599	3520	885	897	327	431
s_32	AIRE	1984	2312	2312	2867	865	883	365	399
s_2425	ZNF177	2915	3165	3235	4311	1223	1305	460	587
s_3732	HIVEP3	3047	3357	3446	4358	1352	1407	518	607
s_4148	KDM2B	1827	2022	2038	2723	304	339	233	176
s_2087	TFE3	2580	2780	2785	3859	888	946	318	432
s_410	EN1	1315	1456	1486	1903	229	289	122	114
s_2759	SETDB1	3105	3319	3417	4521	422	468	173	208
s_1065	IL17A	2331	2806	2583	3543	713	1041	360	402
s_5371	ZNF605	2240	2335	2430	3186	907	1009	355	440
s_3537	FOXJ2	1902	2010	1963	2644	489	509	222	243
s_2251	ZNF17	2628	2697	2850	3744	868	901	347	447
s_1530	PITX3	1041	1185	1230	1660	100	92	48	48
s_4140	GLIS2	2302	2609	2715	3630	199	212	98	120
s_1761	CCL5	3140	3614	3603	4701	1383	1420	583	666
s_4194	LBX2	2740	2915	2947	3982	813	959	301	430
s_4686	ZNF846	1998	2253	2217	3017	517	591	227	229
s_2214	ZNF2	2283	2537	2596	3245	855	973	349	451
s_4134	SPZ1	2084	2394	2300	3128	96	116	45	57
s_3688	HES4	1634	1814	1814	2458	634	698	292	302
s_911	HOXD1	2097	2444	2371	3106	734	817	307	377
s_2378	ZNF136	1691	1973	1903	2516	833	878	317	411
s_2821	ZNF443	1521	1721	1737	2221	509	570	239	253
s_1596	POU5F1	1497	1673	1619	2190	541	643	253	275
s_2377	ZNF136	1866	2093	2312	2871	216	213	92	131
s_4370	ZNF641	2921	3043	3229	4199	1299	1443	501	610
s_115	BTN1A1	1578	1677	1714	2212	525	578	244	236
s_5005	ZNF181	2046	2386	2351	3021	52	48	17	30
s_5979	Non-Targeting Control	2311	2554	2621	3453	810	879	333	418
s_4572	ZNF565	1781	1950	1927	2647	247	280	192	194
s_34	AR	3113	3356	3117	4429	689	740	276	352
s_3654	ZNF492	1681	1849	1885	2411	496	493	198	199
s_1176	SMAD3	1854	1861	1818	2580	421	434	138	246
s_1625	PROP1	1522	1831	1706	2234	453	480	211	230
s_1885	SREBF1	1726	2032	1796	2310	257	279	120	144
s_1965	TBX6	1244	1303	1435	1782	417	450	167	202
s_5406	Non-Targeting Control	1456	1628	1801	2179	576	553	188	247
s_288	DLX1	1946	2175	2130	2885	793	856	258	394
s_5507	Non-Targeting Control	1702	1816	1639	2223	264	303	105	156
s_3736	PRDM12	1315	1391	1424	1964	543	579	233	253
s_4757	ZNF169	1860	2175	2210	2809	435	525	201	258
s_1201	MAZ	1106	1297	1282	1729	42	45	16	26
s_5420	Non-Targeting Control	1579	1899	1791	2573	630	657	237	341
s_2764	ARNT2	2637	2970	2981	3825	393	429	184	198
s_3809	SOX17	1116	1167	1180	1672	317	310	92	158
s_4425	ZNF792	1882	2033	2058	2747	587	649	226	276
s_3509	ZNF416	2554	3044	2820	3660	931	1014	344	485
s_5749	Non-Targeting Control	1298	1398	1370	1817	69	86	27	37
s_2913	GMEB1	2075	2068	2189	2692	529	612	194	239
s_2847	IRF9	1639	2168	1761	2641	599	723	245	320
s_570	FOS	2297	2431	2552	3539	814	868	290	410
s_3170	ZNF521	2350	2511	2580	3443	797	833	348	414
s_1236	MEOX2	1422	1626	1593	2092	88	100	34	55
s_5727	Non-Targeting Control	2366	2828	2913	3628	182	224	92	85
s_3018	KLF8	1780	2044	1887	2648	753	727	271	308
s_1162	LYL1	687	742	735	987	100	122	39	44
s_5315	CCR2	2421	2692	2769	3605	835	807	320	390
s_730	HLA-DRB1	2058	2160	2374	3077	880	896	347	389
s_4970	ZNF852	2157	2326	2325	3025	819	867	319	404
s_1005	IL4	3244	3547	3444	4506	1360	1530	513	664
s_4946	ZNF283	2466	2831	2822	3743	1072	1121	432	529
s_50	ASCL1	1821	1904	1942	2526	569	636	242	323
s_2155	UBP1	1847	2093	2116	2856	721	749	290	367
s_1998	TCF7L2	1831	1979	1936	2651	399	477	154	195
s_4154	RAX2	1070	1266	1121	1441	364	365	164	162
s_540	FOXC2	636	659	648	931	202	190	63	105
s_5534	Non-Targeting Control	3466	3872	3726	5038	1460	1474	542	694
s_5916	Non-Targeting Control	1735	1865	1973	2429	629	676	246	325
s_2609	TP63	1793	2032	2137	2799	598	697	249	293
s_1106	IRF6	2176	2441	2467	3221	343	385	179	153
s_5463	Non-Targeting Control	1871	1612	2162	2656	250	337	98	135
s_5045	ZNF677	3254	3604	3512	4554	879	981	378	401
s_1770	CCL8	2992	3487	3659	4535	422	461	152	236
s_6000	EGFP	1246	1343	1330	1820	260	255	115	91
s_276	CUX1	1728	2008	1920	2713	126	99	56	49
s_563	FOXO3	1066	1168	1092	1452	95	107	25	47
s_5864	Non-Targeting Control	1389	1646	1631	2095	466	535	194	267
s_2401	ZNF148	1672	1910	1913	2543	519	552	199	272
s_5298	FOXD4L6	931	1082	1062	1539	88	109	47	48
s_5196	FOXI2	1378	1561	1423	1817	118	152	46	70
s_1549	PRRX1	1077	1334	1468	1894	173	207	84	101
s_4039	ZNF436	1898	2274	2320	3065	676	824	283	353
s_95	CXCR5	1846	2180	2095	2714	229	312	102	126
s_1640	PTEN	2122	2491	2466	3003	644	613	243	291
s_2628	IER3	1246	1412	1459	1917	465	497	191	234
s_5115	TBPL2	2099	2324	2352	2998	975	1034	356	404
s_3322	IRX4	1887	1961	1985	2767	89	90	33	32
s_3705	ZNF71	1761	2067	1893	2599	77	80	30	36
s_3852	IL25	1737	1963	1976	2478	477	519	207	267
s_3525	ZNF415	1778	1940	2081	2536	107	280	76	57
s_1167	MXD1	1625	1827	1858	2383	382	411	206	180
s_997	IL2RB	1316	1448	1577	1959	559	582	222	276
s_2097	TGIF1	2153	2290	2459	3080	672	645	314	340
s_4981	ZNF789	1822	2076	1992	2522	691	750	286	347
s_4085	ZIC4	1940	2257	2235	2960	318	403	148	187
s_4135	SPZ1	2588	2728	2751	3826	963	1044	376	501
s_1105	IRF6	1505	1721	1731	2278	645	744	326	312
s_2877	BATF	2238	2492	2481	3261	309	334	128	204
s_1901	SS18	3626	4103	4141	5354	1392	1479	488	623
s_4318	ZNF101	1555	1781	1752	2399	144	174	73	90
s_5197	FOXI2	892	1026	1006	1337	55	64	20	29
s_4226	ZNF766	1714	1854	1992	2724	590	614	273	264
s_4291	ZNF764	1682	1801	1774	2414	480	472	201	220
s_5250	ARGFX	2324	2489	2432	3275	709	752	272	352
s_3918	ZNF322	2671	3035	3090	4078	961	1088	398	504
s_1070	FOXK2	1290	1532	1406	2104	534	616	188	288
s_5668	Non-Targeting Control	2612	2819	2908	3684	1080	1242	472	562
s_903	HOXC12	1296	1438	1406	2020	28	25	8	18
s_1185	SMAD9	3464	3821	3884	5327	1474	1498	543	695
s_3047	MTF2	2359	2705	2778	3623	1025	1078	360	511
s_1997	TCF7L2	2359	2452	2616	3330	855	990	328	470
s_4774	ZNF384	1666	1888	1860	2529	323	358	142	179
s_4619	ZNF595	2875	3215	3193	3999	629	697	243	366
s_4005	ZKSCAN3	1724	1944	1552	2282	546	600	213	240
s_4501	GATA5	1015	1211	1096	1473	287	436	137	175
s_5519	Non-Targeting Control	2790	2956	3054	4050	330	356	156	213
s_5427	Non-Targeting Control	1146	1353	1297	1786	444	428	147	215
s_3519	ZFP64	1534	1734	1713	2317	609	592	255	275
s_3763	FKBPL	1802	2164	2142	2879	783	800	279	387
s_1940	TAL1	2583	2719	2849	3602	1174	1273	420	552
s_4032	LY6G5C	2671	2832	3133	4115	726	763	282	363
s_3972	BTNL8	1646	1885	1964	2524	570	667	244	309
s_92	PRDM1	3395	4127	4110	4813	104	130	60	116
s_5817	Non-Targeting Control	1319	1474	1618	1966	380	413	91	186
s_1299	MYCL	2811	3457	3226	4169	1114	1189	412	521
s_792	TLX2	1802	2127	2052	2765	691	814	276	342
s_1760	CCL4	1665	1841	1866	2409	377	202	65	146
s_968	FOXN2	3625	3970	4066	5248	431	640	264	235
s_1348	NFATC3	1674	1851	1891	2452	743	725	307	321
s_5395	Non-Targeting Control	1654	2041	2063	2587	167	172	72	82
s_4098	ZNF541	2566	2912	2703	3520	978	1079	411	472
s_2076	NR2F2	2049	2273	2159	2894	1156	1158	428	502
s_4153	RAX2	1485	1718	1472	2146	10	16	5	9
s_4068	SOX7	1774	1982	1857	2617	878	984	383	440
s_2572	ZNF282	654	717	727	989	53	77	20	32
s_3221	ZNF285	2863	3168	3256	4239	207	275	68	51
s_2674	MED14	1211	1325	1344	1896	334	411	147	191
s_3667	ZFP14	2430	2688	2786	3600	940	977	354	480
s_506	FOXF2	1247	1317	1337	1643	95	107	35	56
s_2432	ZNF180	2363	2637	2690	3364	672	753	285	340
s_3924	ZNF768	1325	1549	1461	1994	112	124	43	43
s_5610	Non-Targeting Control	1411	1535	1500	1891	459	468	168	235
s_4766	GSX2	2206	2390	2518	3269	941	1027	316	413
s_4597	ZNF555	2647	2955	2904	3984	987	1102	381	436
s_4952	ZFP82	2675	3345	3396	4151	1120	1173	485	518
s_2206	ZIC2	1449	1573	1529	2032	464	526	208	253
s_1269	MSX2	1535	1704	1691	2232	421	575	184	245
s_3794	PRDM14	2454	2771	2808	3665	94	122	32	61
s_5670	Non-Targeting Control	2455	2821	2687	3540	794	935	358	420
s_568	FLI1	3769	4431	4272	5772	929	1049	388	490
s_3771	DMRTA2	1958	2206	2061	2758	520	659	234	274
s_661	GTF2I	3560	3935	4088	5296	951	948	391	466
s_3772	DMRTA2	1722	1937	1921	2536	360	403	167	236
s_4407	ZNF441	1983	2306	2347	3197	708	793	262	356
s_4341	ZNF501	285	338	340	551	26	29	11	7
s_1655	RARA	2928	3089	3031	3924	407	457	147	190
s_325	E2F2	2509	2959	2791	3552	552	632	203	258
s_1239	MICB	2546	2797	2727	3655	553	673	264	275
s_4849	SP8	1618	1813	1836	2206	639	717	263	363
s_3936	ZNF419	1616	1788	1765	2400	379	461	164	185
s_3637	AHRR	943	1096	1111	1388	369	395	134	188
s_1645	PURA	3413	3918	3815	5245	229	237	88	114
s_3414	ZNF44	2071	2398	2212	3109	757	807	312	356
s_4632	ZNF425	2541	2861	3014	3906	517	716	235	272
s_5919	Non-Targeting Control	2850	3143	3227	4181	1025	1012	456	534
s_4339	ZNF501	3495	4013	4082	5075	1209	1473	365	531
s_1336	NFATC1	1802	2115	2080	2715	65	90	23	42
s_612	GATA6	1243	1443	1402	1828	488	472	193	222
s_1479	PAX4	2728	3045	3016	3961	906	1048	425	496
s_5097	ZNF530	1642	1960	1831	2437	138	186	115	79
s_1260	MNT	1272	1408	1340	1784	178	191	71	88
s_2501	GPANK1	812	976	887	1221	173	212	71	90
s_1457	OTX2	1368	1613	1498	2041	66	100	27	30
s_3441	FEV	1607	1673	1735	2328	372	382	172	180
s_5586	Non-Targeting Control	2492	2900	2658	3709	690	788	288	334
s_1010	IL4R	2724	2993	3171	4033	583	635	232	274
s_2830	ZNF267	1974	2148	2185	2922	715	742	286	335
s_5667	Non-Targeting Control	3107	3551	3513	4384	137	127	59	56
s_650	NR3C1	2013	2259	2344	3147	529	520	184	301
s_3538	FOXJ2	2237	2394	2378	3212	493	535	188	238
s_2935	SIX2	2249	2383	2422	3205	447	479	170	228
s_3256	VENTX	3425	3700	3923	5092	1603	1711	621	761
s_1907	STAT1	2036	2011	2137	2694	724	739	280	352
s_5928	Non-Targeting Control	1388	1496	1635	2091	516	597	224	261
s_4143	HES7	1517	1703	1693	2267	547	654	228	261
s_807	HOXA4	1859	2289	2155	2772	776	840	327	367
s_3024	POU6F2	2217	2555	2587	3404	1016	1143	368	503
s_4161	ZSCAN10	1397	1571	1488	1987	41	73	29	35
s_5348	SP9	1703	1892	1816	2348	713	727	259	326
s_3392	ZNF589	1877	2257	2290	3081	716	811	262	359
s_5300	FOXD4L5	2735	2904	2998	3960	767	841	305	383
s_5768	Non-Targeting Control	2017	2345	2432	3387	98	89	41	43
s_1475	PAX3	1082	1288	1172	1539	331	334	124	191
s_2520	MAFK	3115	3392	3361	4277	1106	1234	430	524
s_1325	NEUROD2	999	1160	1082	1496	425	476	207	205
s_4834	ZNF25	2555	2814	2855	3575	1171	1242	497	543
s_2375	ZNF135	1247	1277	1300	1799	448	520	174	228
s_1378	NFIX	3327	3613	3782	4919	341	421	144	207
s_5954	Non-Targeting Control	2220	2443	2464	3336	699	911	307	367
s_1165	MXD1	1683	1766	1729	2381	534	601	249	276
s_5233	ETV3L	1889	2036	2112	2733	205	221	91	108
s_4574	ZNF565	1372	1499	1501	2112	480	517	205	227
s_970	IRF8	2240	2714	2716	3511	132	210	74	85
s_4354	FOXP4	3192	3557	3611	4586	1340	1363	482	594
s_3077	MYT1L	3066	3563	3550	4700	1086	1207	414	542
s_3439	NKX1-1	1942	2131	2074	2758	685	647	294	295
s_1578	POU3F4	1416	1676	1698	2306	543	645	227	292
s_4343	ZNF653	1038	1174	1271	1702	275	272	124	153
s_5724	Non-Targeting Control	1575	1644	1787	2359	455	480	217	225
s_634	GLI2	971	1087	1287	1630	102	109	48	48
s_1172	SMAD1	1137	1131	1219	1577	534	540	197	254
s_4645	ZNF782	3221	3360	3442	4490	1079	1195	440	540
s_4915	ZNF740	2572	2909	3056	4027	1023	1052	375	466
s_5836	Non-Targeting Control	1785	2066	2091	2693	73	147	46	64
s_2170	VDR	1935	2088	2093	2769	137	155	61	60
s_2160	NR1H2	1195	1263	1251	1725	16	25	4	6
s_5242	ZNF727	1171	1191	1225	1629	392	416	154	223
s_4890	BCL6B	1129	1408	1332	1811	222	204	78	66
s_4482	ARID3C	1953	2057	2036	2766	642	668	266	322
s_904	HOXC12	1444	1774	1687	2365	487	552	194	277
s_113	BTN1A1	3172	3460	3291	4570	1098	1173	421	534
s_311	DMRT1	1769	2034	2037	2696	604	678	260	283
s_3325	C6orf48	2189	2531	2596	3166	467	532	215	248
s_4858	RFX6	1616	1934	1929	2578	12	11	2	0
s_459	ETS2	3481	3655	3957	5129	1057	1226	432	536
s_5734	Non-Targeting Control	1599	1775	1694	2284	428	485	177	203
s_4889	BCL6B	2279	2686	2492	3444	806	870	325	406
s_2608	KLF7	3175	3537	3428	4632	946	959	365	438
s_2314	ZNF69	2437	2577	2677	3628	902	913	313	449
s_2930	TCFL5	2488	2867	2899	3778	473	543	196	282
s_2041	TEF	2906	3488	3357	4436	940	1073	386	489
s_3223	ZNF285	2291	2508	2440	3225	32	47	18	18
s_4094	ARID5B	2234	2520	2618	3501	951	950	337	407
s_5006	ZNF181	2670	3072	3257	4325	1054	1125	423	509
s_4317	ZNF101	1865	2126	2089	2824	598	639	263	286
s_4185	ZIC5	1733	1906	1886	2441	697	862	311	382
s_5607	Non-Targeting Control	1203	1481	1452	1828	61	81	33	15
s_312	DMRT1	2596	3009	2632	4104	119	154	35	66
s_1561	POU2F1	1931	2129	2088	2653	799	929	325	382
s_4924	ZNF547	1185	1298	1229	1738	347	402	163	210
s_1522	PITX1	1688	1915	1833	2347	745	766	276	353
s_5072	EVX2	1581	1720	1642	2070	455	534	205	206
s_3659	ZBTB2	1536	1665	1723	2227	411	375	160	183
s_3934	ZNF419	2143	2421	2402	3096	163	207	65	48
s_1570	POU3F1	1770	1937	1960	2545	62	90	24	31
s_2923	AP4B1	1430	1508	1442	1995	342	445	159	168
s_1497	PBX1	2369	2724	2710	3548	142	183	72	84
s_5587	Non-Targeting Control	2117	2328	2379	3093	176	183	74	77
s_1994	TCF7	2148	2279	2166	2962	110	147	51	80
s_765	FOXA3	1350	1448	1515	1970	417	465	166	191
s_5878	Non-Targeting Control	1628	1802	1801	2325	648	643	269	338
s_5322	ZNF735	2931	3473	3562	4681	993	1107	398	508
s_4181	ZNF566	1538	1566	1667	2117	551	620	229	279
s_3927	LIN28A	1647	1854	1912	2328	757	836	279	369
s_1562	POU2F1	1268	1556	1447	2033	459	485	211	255
s_5603	Non-Targeting Control	2120	2510	2589	3363	815	881	330	377
s_4928	ZIK1	2384	2624	2739	3429	456	448	199	228
s_1290	MYBL2	1293	1470	1388	1859	20	19	8	18
s_3377	ZNF771	2727	3143	3087	4133	1083	1144	426	503
s_2696	HAND1	2149	2295	2378	3146	135	145	64	76
s_215	CCR5	1433	1523	1600	2128	539	558	180	270
s_5414	Non-Targeting Control	3548	3773	3930	5044	1378	1570	514	634
s_5157	FEZF1	1947	2215	2193	2970	428	513	146	217
s_3403	CXXC5	1602	1783	1813	2352	613	664	230	316
s_824	HOXA9	1779	1866	1946	2504	501	569	218	282
s_5599	Non-Targeting Control	2756	3123	3350	4170	335	408	143	174
s_153	CD44	2516	3101	3019	3937	508	587	225	299
s_1785	SIM2	1817	2183	2268	2835	441	494	181	235
s_3315	IL22	3270	3501	3412	4572	1030	1123	433	534
s_1431	NPAS2	1306	1449	1507	2036	502	513	212	266
s_2579	FOXN1	1158	1181	1207	1582	139	136	49	75
s_4740	BHLHA15	1164	1237	1386	1732	231	274	77	104
s_696	HIVEP2	1813	1981	2111	2798	595	632	235	307
s_5516	Non-Targeting Control	1971	2143	2075	2857	844	846	325	404
s_458	ETS2	2189	2376	2394	3113	468	478	169	232
s_3566	BTNL2	1660	1821	1850	2269	93	150	37	54
s_2675	MED14	1783	2036	1980	2667	138	141	48	58
s_4179	ZNF587	1602	1796	1817	2352	233	303	101	119
s_3162	POU2F3	2016	2234	2202	2933	146	188	64	78
s_939	HOXD12	1497	1712	1690	2195	126	117	62	46
s_5772	Non-Targeting Control	2472	2814	2842	3711	851	901	353	394
s_5684	Non-Targeting Control	1265	1367	1354	1918	413	431	163	218
s_3394	PRRX2	1151	1343	1287	1724	88	96	44	38
s_5568	Non-Targeting Control	1141	1333	1367	1653	479	517	206	214
s_4670	ZNF610	1813	2098	1980	2679	730	796	284	350
s_3563	BARX1	1450	1688	1642	2059	253	333	104	144
s_4534	ZNF785	2524	2691	2926	3690	70	61	24	52
s_532	FOXE3	1064	1116	1103	1485	311	340	157	188
s_3004	SOX21	1281	1429	1482	1931	258	306	105	120
s_3742	TGIF2	1757	1975	1921	2448	666	751	278	346
s_5826	Non-Targeting Control	1190	1341	1316	1726	428	439	170	194
s_2637	MBD2	1822	2047	2242	2887	44	59	35	23
s_4771	ZNF384	2124	2441	2344	3095	92	129	52	37
s_3683	RBAK	1365	1555	1610	2096	504	642	246	259
s_6	AGER	1718	1812	1925	2601	673	694	257	335
s_4775	ZNF675	2869	3109	3366	4440	1026	1122	409	482
s_4689	ZNF791	2953	3252	3311	4231	1271	1277	454	601
s_1730	VPS52	1457	1723	1755	2411	190	263	92	134
s_226	CCR8	1918	1861	2031	2562	12	20	6	3
s_5746	Non-Targeting Control	3222	3592	3564	4611	192	121	61	129
s_2680	ZNF235	2575	2947	3149	3954	680	752	262	344
s_5492	Non-Targeting Control	1592	1882	1861	2428	624	712	280	328
s_3062	FOXJ3	1982	2162	2280	2705	126	195	108	271
s_5968	Non-Targeting Control	1402	1633	1665	2246	487	562	243	298
s_5209	ZBTB34	2576	2860	2712	3653	745	813	259	368
s_5758	Non-Targeting Control	1769	2012	2036	2673	33	32	16	25
s_2361	ZNF132	1785	2051	2061	2735	361	477	158	208
s_4102	ZNF528	1919	2243	2182	2909	624	665	271	305
s_3570	RNF20	1536	1746	1714	2295	299	353	122	134
s_1496	PAX9	1349	1437	1455	1925	103	156	50	61
s_4357	OLIG1	2061	2219	2184	2982	783	893	327	410
s_1560	POU2AF1	1931	2044	2313	2976	449	485	148	176
s_2474	ZNF223	3766	4000	4062	5379	1474	1599	614	692
s_1683	RFX1	2517	2803	2691	3575	954	977	268	408
s_846	HOXB3	2405	2624	2557	3261	212	284	88	131
s_752	HMX1	942	1088	1024	1350	100	118	45	58
s_5423	Non-Targeting Control	2448	2574	2740	3704	1126	1188	441	510
s_5800	Non-Targeting Control	615	656	654	898	33	32	11	11
s_865	HOXB8	2759	2982	3041	3879	36	94	18	18
s_3969	BTNL8	2123	2330	2357	3010	855	851	314	438
s_2346	ZNF90	2514	2696	2995	3827	761	801	318	380
s_5479	Non-Targeting Control	1372	1476	1447	1834	446	518	168	263
s_5155	FEZF1	1591	1898	1918	2418	337	413	150	189
s_444	ESRRA	1230	1482	1464	1849	585	653	245	304
s_1214	MEF2C	1640	1737	1773	2393	351	360	130	165
s_5766	Non-Targeting Control	2819	2938	3179	4103	471	513	194	256
s_771	HNF4A	1446	1435	1508	2024	418	515	163	231
s_910	HOXD1	870	1037	923	1531	213	247	88	120
s_2502	GPANK1	3176	3571	3445	4582	1357	1570	556	668
s_693	HIVEP2	2041	2277	2229	2998	762	783	268	366
s_4211	ZNF628	1783	2085	2056	2755	646	739	277	352
s_4157	ZBTB45	1939	1947	2027	2698	184	246	97	122
s_1609	PPARD	2453	2704	2724	3478	589	719	248	333
s_3457	SOHLH2	1788	1990	1902	2451	740	809	284	378
s_839	HOXB1	2183	2341	2415	3218	126	130	64	64
s_5063	NOTO	1364	1605	1487	1980	327	382	121	160
s_5738	Non-Targeting Control	1095	1301	1406	1795	269	231	123	134
s_1032	IL7R	1974	2244	2337	3038	299	327	132	146
s_3007	ZHX1	3075	3324	3615	4463	1160	1206	446	614
s_1432	NPAS2	1615	1762	1722	2316	693	766	250	327
s_4964	ZNF621	2482	2800	2979	3882	195	234	64	114
s_2208	ZIC2	2959	3270	3362	4334	704	746	280	410
s_3444	FEV	1112	1160	1115	1418	267	287	71	156
s_1657	RARB	2596	2946	3001	3876	593	677	278	343
s_1795	SIX3	1665	1845	1905	2515	336	443	142	186
s_4253	ZNF479	2572	3104	2919	3748	1164	1307	422	562
s_5883	Non-Targeting Control	2366	2581	2522	3306	959	1027	357	466
s_935	HOXD11	1103	1215	1138	1518	280	309	111	131
s_3489	BATF3	2920	2998	2999	3861	356	373	180	152
s_5495	Non-Targeting Control	3270	3584	3480	4569	165	219	38	58
s_5270	SCX	1800	2005	2014	2676	679	772	350	340
s_2338	ZNF84	2055	2405	2467	3283	219	278	98	111
s_228	CCR8	3177	3512	3539	4749	1364	1417	522	629
s_929	HOXD10	2335	2661	2641	3371	985	1043	402	497
s_543	FOXE1	1779	1849	1942	2519	268	284	127	154
s_296	DLX3	1378	1578	1522	2044	356	431	115	252
s_5845	Non-Targeting Control	1961	2298	2322	3055	711	840	302	368
s_4725	TIGD2	2084	2374	2257	3114	848	919	368	427
s_66	ATF3	1674	2029	1868	2534	547	649	177	259
s_2559	EOMES	1723	1963	2198	2575	365	410	164	179
s_852	HOXB4	1568	1771	1731	2367	417	499	202	243
s_1880	SPIB	2210	2490	2323	3240	343	428	76	218
s_1369	NFIC	2414	2688	2682	3496	606	710	285	277
s_405	EMX2	1310	1435	1423	1822	125	173	64	75
s_2666	GCM2	1651	1819	1920	2437	272	350	113	157
s_1326	NEUROD2	1634	1759	1760	2454	119	165	57	61
s_5448	Non-Targeting Control	2252	2555	2706	3358	826	875	350	367
s_4442	BHLHE23	1544	1714	1682	2243	188	197	67	69
s_3379	ZNF771	1358	1389	1443	1974	86	132	48	48
s_1501	PBX2	2158	2344	2240	3105	425	533	214	225
s_1862	SP2	1881	2058	2158	2798	657	767	301	350
s_5945	Non-Targeting Control	1803	1982	1998	2617	656	677	262	334
s_4810	ZNF584	1728	1851	1961	2522	567	624	263	275
s_5432	Non-Targeting Control	2376	2629	2629	3395	1121	1188	490	569
s_1753	CCL3	1367	1506	1485	1882	303	356	135	156
s_3383	ZBTB7A	1547	1806	1815	2416	494	553	197	261
s_1856	SOX12	1164	1232	1244	1696	487	511	186	251
s_3820	HIF3A	1261	1447	1336	1833	253	346	103	154
s_3777	NEUROG2	1673	1750	1872	2448	569	579	241	302
s_3754	PKNOX2	2214	2350	2503	3070	241	298	103	134
s_717	HLA-DQB1	1756	2127	2127	2851	451	481	198	199
s_3550	MESP1	1257	970	1455	1844	184	283	101	106
s_5447	Non-Targeting Control	3024	3316	3419	4536	950	1064	437	468
s_2781	NR1D2	1815	2114	2153	2710	260	307	97	155
s_3233	ZBTB32	2608	2935	2855	3793	94	107	41	54
s_2391	ZNF143	2520	2668	2739	3782	1011	1036	410	429
s_2066	TFCP2	2712	3134	3201	4097	845	895	401	450
s_2027	MLX	1007	1125	1171	1519	79	72	42	39
