sgRNA	Gene	D3_high	D3_low	D4_high	D4_low
s_3177	ZZZ3	1118	1213	473	602
s_5017	ZFP69	1380	1448	609	705
s_2924	AP4B1	691	809	381	330
s_1022	IL6R	484	574	206	249
s_5138	ZNF324B	1169	1287	498	576
s_1439	NRL	584	763	256	357
s_5135	ZNF324B	347	431	147	143
s_5622	Non-Targeting Control	1048	1463	429	607
s_5966	Non-Targeting Control	240	268	117	132
s_3883	ZSCAN5A	788	871	336	409
s_1013	IL5	750	809	283	327
s_4927	ZIK1	909	1128	364	472
s_991	IL2	680	802	295	368
s_5289	ANHX	590	640	178	263
s_2658	ZBED1	98	123	38	55
s_4581	ZNF558	1089	1304	476	588
s_3954	ZBTB3	944	1024	346	443
s_2870	ZNF211	629	706	256	343
s_4232	ZNF468	155	182	68	90
s_5382	ZBED6	477	646	196	264
s_5861	Non-Targeting Control	393	408	191	186
s_3856	ISL2	534	519	215	261
s_437	ESR2	925	971	338	453
s_2155	UBP1	721	749	290	367
s_2805	ZNF197	371	478	149	193
s_2562	GFI1B	773	814	343	359
s_1854	SOX12	215	292	87	99
s_4828	GSX1	830	970	327	418
s_1125	JUNB	674	718	281	334
s_1893	SRF	1198	1173	394	491
s_3743	TGIF2	479	576	226	270
s_4887	BCL6B	1004	1041	391	475
s_5321	ZNF735	697	724	257	356
s_3612	ZNF695	1121	1197	417	514
s_4459	LIN54	596	676	234	295
s_1900	SRY	695	723	279	326
s_4482	ARID3C	642	668	266	322
s_642	GLI4	671	766	288	341
s_2600	BARX2	742	833	305	385
s_2230	ZNF8	1115	1198	426	517
s_3582	MEIS3	185	234	83	127
s_4271	ZNF682	733	717	295	345
s_1052	IL12RB1	941	1027	400	470
s_5057	MSGN1	846	896	321	452
s_3616	SALL4	885	897	327	431
s_4944	ZNF283	274	345	149	161
s_2869	ZNF211	742	823	264	349
s_2399	ZNF146	733	946	223	423
s_2873	DEAF1	559	634	223	288
s_990	IL2	1270	1296	463	599
s_406	EMX2	493	559	174	248
s_1095	IRF3	1045	1042	403	512
s_1910	STAT2	762	762	335	431
s_1344	NFIA	456	536	173	200
s_3677	ZNF529	835	972	346	442
s_5254	DPRX	1213	1385	555	583
s_4754	ZNF883	1001	1132	412	534
s_737	HLX	146	194	112	73
s_2895	ARID3B	491	595	200	262
s_4198	SCRT2	361	471	139	206
s_5832	Non-Targeting Control	1026	1127	378	568
s_4685	ZNF846	605	643	225	243
s_5062	FIGLA	800	843	298	362
s_2052	TFAP2A	631	662	246	288
s_1991	TCF3	421	442	184	196
s_4599	ZNF570	542	625	204	309
s_2655	IL1RL1	1653	1782	676	797
s_1859	SP1	854	894	329	399
s_4308	PRDM6	530	536	191	252
s_2128	TNFAIP3	1079	974	447	471
s_887	HOXC8	611	577	262	314
s_1527	PITX2	626	687	242	316
s_5963	Non-Targeting Control	1347	1385	520	653
s_99	BNC1	484	571	212	250
s_5226	DBX2	585	601	243	264
s_1151	LTA	1398	1570	616	714
s_2424	ZNF175	621	642	215	311
s_4062	SCRT1	266	268	98	124
s_3957	ZNF669	715	795	323	350
s_5927	Non-Targeting Control	467	523	171	195
s_1643	PTPRC	510	656	155	311
s_3780	NEUROG2	539	575	198	224
s_3800	NPAS3	1437	1685	632	742
s_4900	NCR3	239	299	93	187
s_3981	ZNF442	812	876	328	414
s_3708	ZNF71	667	691	235	315
s_3984	ZNF442	763	793	302	214
s_864	HOXB7	284	351	132	150
s_3038	IKZF2	811	939	314	411
s_4229	ZNF468	1282	1481	470	596
s_1748	CCL1	691	671	234	326
s_3250	ZNF777	1004	1017	379	485
s_2069	NR2F1	1528	1643	635	712
s_3246	ZBTB11	1102	1283	461	544
s_3744	TGIF2	499	538	212	249
s_3756	PKNOX2	724	869	128	369
s_259	CSF1	266	356	126	124
s_2569	ZNF282	995	1047	371	442
s_2407	ZNF154	684	871	312	377
s_4518	GSC	1120	1210	443	572
s_4889	BCL6B	806	870	325	406
s_2943	ZBTB6	608	649	251	326
s_2199	ZFY	847	928	386	389
s_5831	Non-Targeting Control	436	468	152	200
s_2813	FLOT1	757	829	311	357
s_924	HOXD8	129	135	44	71
s_908	HOXC13	551	643	257	311
s_4000	ZNF430	756	875	305	341
s_1911	STAT2	1220	1189	455	537
s_42	ARNT	640	717	263	301
s_1779	SHOX2	548	562	228	289
s_4727	OLIG3	563	648	199	232
s_4781	ZNF778	930	1005	329	490
s_846	HOXB3	212	284	88	131
s_289	DLX2	1048	1234	464	537
s_5634	Non-Targeting Control	921	973	317	424
s_2486	ZNF232	620	617	246	299
s_2949	ZNF274	1439	1661	595	771
s_867	HOXB8	349	394	147	179
s_2394	ZBTB16	784	857	319	384
s_5916	Non-Targeting Control	629	676	246	325
s_2087	TFE3	888	946	318	432
s_4885	ZNF718	200	227	83	111
s_4695	ZNF433	1023	1117	409	527
s_2119	NR2E1	1420	1555	523	621
s_465	ETV2	1014	1215	398	508
s_4101	ZNF528	754	838	308	365
s_4245	ZNF486	862	834	338	419
s_5604	Non-Targeting Control	640	666	297	319
s_2200	ZFY	731	888	309	348
s_4548	ZNF417	855	950	344	434
s_3925	LIN28A	1477	1505	570	668
s_1970	TBX15	796	1034	327	478
s_1409	NHLH2	570	589	224	269
s_5643	Non-Targeting Control	485	466	161	215
s_4250	TGIF2LY	559	626	181	254
s_3843	ZNF574	644	698	269	339
s_5541	Non-Targeting Control	810	913	343	374
s_1732	VPS52	811	846	327	354
s_972	IRF8	1048	1090	361	518
s_4984	ZNF707	482	546	186	246
s_5838	Non-Targeting Control	249	300	147	137
s_2197	ZFY	1306	1402	498	679
s_4571	ZNF565	815	793	344	446
s_5934	Non-Targeting Control	792	813	295	390
s_5396	Non-Targeting Control	518	599	203	262
s_3467	FEZF2	917	1087	406	477
s_1207	MECP2	471	501	205	237
s_3469	THAP1	271	269	92	138
s_3051	ZNF652	1157	1352	469	567
s_1192	MAF	883	896	332	420
s_1838	SOX9	112	118	51	49
s_2656	IL1RL1	1049	1075	398	509
s_371	ELF1	603	699	220	351
s_3785	PRDM16	678	729	270	331
s_3895	IRX3	606	652	251	285
s_882	HOXC6	450	539	201	244
s_2082	TFDP2	416	446	165	194
s_1014	IL5	872	965	336	348
s_4643	ZNF782	227	209	81	99
s_4053	TCF7L1	795	910	303	383
s_4190	ZFHX2	1019	1060	397	511
s_1801	SLAMF1	588	704	213	286
s_3693	NEUROD4	499	574	244	279
s_4461	LIN54	567	692	263	312
s_2138	NR2C1	738	834	245	354
s_5018	ZFP69	1149	1352	476	516
s_5456	Non-Targeting Control	1186	1411	223	531
s_2344	ZNF85	747	822	343	341
s_5260	ZNF704	431	466	228	251
s_2497	PRRC2A	473	501	165	232
s_3776	DMRTA1	428	464	138	197
s_3891	IRX6	711	723	281	352
s_1	ABCF1	237	294	120	125
s_1795	SIX3	336	443	142	186
s_5089	ZNF81	707	695	286	323
s_40	PHOX2A	542	536	172	209
s_1262	MSH5	1245	1270	492	547
s_4949	ZNF615	564	603	220	273
s_2757	SETDB1	868	921	332	401
s_3833	CPEB1	1064	1238	453	616
s_5712	Non-Targeting Control	551	589	240	301
s_1666	REL	1066	1051	391	489
s_5770	Non-Targeting Control	365	437	162	206
s_5106	FOXD4L4	782	866	366	371
s_5249	ARGFX	880	915	369	380
s_899	HOXC11	646	701	251	312
s_5556	Non-Targeting Control	386	437	132	223
s_4712	ZNF100	569	632	204	309
s_477	ETV5	980	1053	423	462
s_1038	IL10	663	655	242	310
s_2053	TFAP2B	940	1051	400	482
s_1837	SOX9	578	559	195	263
s_1926	STAT5B	1479	1548	584	691
s_245	CREBL2	791	928	346	426
s_2807	ZNF197	783	838	289	381
s_1251	FOXO4	939	1133	318	535
s_2471	ZNF217	697	783	315	380
s_4033	ZNF34	828	989	347	430
s_4255	ZNF479	861	896	309	428
s_787	TLX1	638	606	230	263
s_4319	FOXQ1	573	627	243	284
s_2225	ZNF7	717	833	319	346
s_1678	REST	982	1101	385	428
s_5670	Non-Targeting Control	794	935	358	420
s_2820	OLIG2	903	1033	345	485
s_342	E2F6	605	694	257	334
s_5979	Non-Targeting Control	810	879	333	418
s_2580	FOXN1	750	828	294	384
s_1396	NFYA	232	244	106	139
s_1434	NRF1	764	810	292	356
s_3045	MTF2	708	738	249	392
s_1650	RAD21	850	1077	369	475
s_822	HOXA9	1053	1140	444	519
s_4478	NKX2-6	591	615	288	319
s_2055	TFAP2B	870	931	388	436
s_1728	RXRG	683	771	321	386
s_5971	Non-Targeting Control	751	845	261	377
s_5110	ZNF429	805	870	317	383
s_1440	NRL	1775	1844	694	834
s_188	CEBPE	575	663	228	335
s_5234	ETV3L	908	1002	381	468
s_2380	ZNF136	633	704	274	338
s_4144	HES7	401	423	174	217
s_793	HOXA1	864	990	351	481
s_4528	ZNF597	911	1018	377	491
s_5239	ZNF727	1513	1586	605	673
s_4135	SPZ1	963	1044	376	501
s_5581	Non-Targeting Control	470	404	173	168
s_2892	MXD4	528	600	216	264
s_2897	DMRT2	462	519	181	264
s_1796	SIX3	460	596	195	237
s_766	FOXA3	315	282	170	165
s_4314	FOXP2	360	635	152	204
s_1733	SALL2	946	1049	375	448
s_4733	ZNF679	553	627	225	282
s_4671	ZNF320	958	1020	412	458
s_4753	ZNF883	1039	1136	411	452
s_2894	ARID3B	383	439	168	185
s_2076	NR2F2	1156	1158	428	502
s_1603	POU6F1	660	777	281	328
s_2845	IRF9	528	638	217	291
s_2013	ZNF354A	891	995	367	481
s_5098	ZNF530	406	336	190	219
s_1313	MYOD1	654	738	251	319
s_2918	TBR1	548	615	216	267
s_4422	ZNF573	1458	1589	584	729
s_5572	Non-Targeting Control	650	691	277	333
s_4634	ZNF425	921	961	354	388
s_2565	SOX14	442	510	198	232
s_2680	ZNF235	680	752	262	344
s_136	CBFB	664	744	229	313
s_5111	ZNF445	68	125	29	65
s_3419	SIX4	1222	1283	502	592
s_3652	HOMEZ	487	588	232	264
s_1233	MEOX2	934	977	348	430
s_4892	ZNF549	753	799	306	350
s_5787	Non-Targeting Control	1000	1113	421	519
s_2259	ZNF19	864	918	343	431
s_5464	Non-Targeting Control	359	437	123	194
s_1532	PITX3	95	123	44	46
s_3558	DMAP1	797	841	306	406
s_198	FOXN3	897	979	340	397
s_4588	ZNF714	779	822	327	372
s_527	FOXL1	788	836	342	358
s_661	GTF2I	951	948	391	466
s_2715	TBX4	726	823	328	461
s_5071	EVX2	667	727	274	340
s_3862	RFX7	975	1106	430	466
s_4028	PBX4	612	651	227	308
s_4091	ZNF394	874	988	363	421
s_2699	ZNF264	972	988	393	458
s_4110	LCOR	750	822	305	392
s_3660	ZBTB2	857	934	341	401
s_4716	ZNF540	723	786	222	342
s_3569	RNF20	360	349	119	195
s_2275	ZNF26	641	738	186	319
s_2449	ZNF200	396	534	194	223
s_2337	ZNF84	917	969	341	438
s_5845	Non-Targeting Control	711	840	302	368
s_207	CCR3	782	924	311	354
s_3342	ZNF691	945	931	385	432
s_5375	ZNF783	439	469	172	166
s_4499	GATA5	784	871	309	368
s_3092	HIC2	169	201	155	78
s_2231	ZNF8	818	784	285	338
s_3841	ZNF574	1084	1179	459	560
s_3076	ATF6	1251	1305	541	562
s_2466	ZNF214	183	181	59	93
s_5720	Non-Targeting Control	809	977	358	450
s_1714	RREB1	304	237	123	116
s_5598	Non-Targeting Control	288	270	120	130
s_5969	Non-Targeting Control	834	869	376	455
s_5184	ZNF805	1060	1033	378	492
s_76	ATOH1	793	797	315	356
s_2668	GCM2	805	837	327	378
s_4943	ZNF283	654	742	257	378
s_389	ELK1	822	918	310	383
s_1323	NEUROD1	215	249	76	118
s_4193	LBX2	472	545	176	244
s_3537	FOXJ2	489	509	222	243
s_3538	FOXJ2	493	535	188	238
s_5248	ARGFX	682	620	265	261
s_4492	ZFP92	644	698	293	320
s_5390	CCDC169-SOHLH2	1010	1004	426	512
s_2171	VDR	820	952	319	380
s_1352	NFATC4	730	873	326	386
s_519	FOXD4	376	426	180	194
s_2649	TBX18	622	567	244	318
s_2850	BTN3A3	1168	1294	448	605
s_4687	ZNF791	1096	1301	544	593
s_1276	MTF1	1058	1147	426	548
s_3834	CPEB1	478	530	201	234
s_2909	CTCF	492	584	230	278
s_2446	ZSCAN9	955	982	407	436
s_3627	ZNF287	209	240	98	100
s_3155	SPDEF	246	248	90	126
s_5056	MSGN1	429	571	177	267
s_5152	LIN28B	965	1095	386	496
s_2020	TCF19	1393	1548	511	715
s_5485	Non-Targeting Control	811	907	356	377
s_4722	ZBTB49	1330	1354	554	663
s_4367	ZNF641	732	785	285	374
s_3600	PRDM9	984	960	358	424
s_1894	SRF	651	674	223	296
s_2024	TCF21	717	720	324	392
s_5764	Non-Targeting Control	750	777	301	365
s_615	GBX1	706	781	294	324
s_208	CCR3	1040	1062	433	542
s_5039	ZNF284	700	740	294	333
s_3646	EBF4	796	876	326	395
s_2127	TNFAIP3	1646	1202	624	529
s_435	ESR1	493	504	192	198
s_2678	ZNF235	1668	1684	639	746
s_3639	AHRR	972	1174	404	438
s_807	HOXA4	776	840	327	367
s_1935	T	701	840	306	370
s_2159	NR1H2	491	570	194	262
s_2700	ZNF264	645	643	243	321
s_4156	RAX2	681	869	298	390
s_1890	SREBF2	793	824	221	408
s_2695	HAND1	1051	1268	449	517
s_25	ALX3	38	37	13	21
s_3450	ZNF586	561	636	265	308
s_969	IRF8	741	1039	296	411
s_4124	RHOXF2	630	691	263	298
s_3073	ATF6	468	511	206	266
s_3391	ZNF589	470	498	182	171
s_2819	OLIG2	599	633	216	260
s_4263	ZNF697	491	553	169	236
s_2510	LST1	1075	1177	480	513
s_1069	FOXK2	379	488	183	215
s_1088	IRF1	477	520	197	269
s_4507	ZNF664	955	1075	373	453
s_3160	VAX2	653	709	280	338
s_5117	TBPL2	1300	1388	533	615
s_3592	LHX9	782	811	320	416
s_2327	ZNF75A	722	886	295	371
s_2362	ZNF132	1464	1531	532	659
s_2339	ZNF84	509	577	192	252
s_3942	ZFHX4	1155	1319	427	479
s_4953	ZFP82	1382	1524	547	657
s_545	FOXM1	666	758	263	348
s_2882	AGPAT1	976	1117	419	474
s_2671	ZBTB22	587	599	230	308
s_1722	RXRB	343	405	135	173
s_5423	Non-Targeting Control	1126	1188	441	510
s_4339	ZNF501	1209	1473	365	531
s_797	HOXA2	734	736	252	335
s_4434	ZNF684	1182	1245	432	545
s_5923	Non-Targeting Control	710	825	287	371
s_1657	RARB	593	677	278	343
s_2289	ZNF35	854	875	361	407
s_2545	ALX1	364	428	163	206
s_3760	ZNF667	1217	1479	435	559
s_3707	ZNF71	489	606	220	244
s_657	GTF2B	745	822	289	335
s_1043	IL12A	535	554	224	258
s_4914	FOXR1	1052	1146	410	516
s_4516	GSC	267	291	148	118
s_5505	Non-Targeting Control	519	556	204	256
s_2761	ARNT2	923	999	382	446
s_1228	MEIS2	876	919	334	415
s_4363	DBX1	721	863	322	376
s_2898	DMRT2	919	997	386	449
s_4337	ZNF554	600	664	301	329
s_3238	FOXP1	82	74	35	45
s_1126	JUNB	328	422	154	167
s_1383	NFKB1	809	779	315	349
s_4116	ZNF527	795	937	326	443
s_5603	Non-Targeting Control	815	881	330	377
s_5155	FEZF1	337	413	150	189
s_2771	MED12	688	800	272	333
s_1708	RORB	1158	1143	398	522
s_799	HOXA2	750	785	321	341
s_390	ELK1	249	283	99	171
s_3973	NANOG	351	458	216	200
s_5420	Non-Targeting Control	630	657	237	341
s_2061	TFAP4	1022	1274	502	621
s_1698	RFX5	167	207	63	65
s_818	HOXA7	632	643	265	309
s_3863	RFX7	1047	1078	415	464
s_3273	GRHL1	193	255	62	123
s_5179	ZNF793	598	677	270	322
s_3524	ZNF701	448	505	169	225
s_5410	Non-Targeting Control	530	638	221	279
s_461	ETV1	842	898	364	422
s_5852	Non-Targeting Control	800	917	331	375
s_5559	Non-Targeting Control	1213	1276	439	564
s_3986	GRHL2	401	472	171	215
s_5401	Non-Targeting Control	487	526	211	229
s_4710	ZNF383	1537	1613	557	764
s_2939	PHTF1	1276	1337	462	541
s_127	RUNX1	818	810	266	356
s_3320	NEUROG3	249	260	97	129
s_2068	TFCP2	1144	1230	519	591
s_3513	ZNF334	971	1031	445	489
s_5921	Non-Targeting Control	837	928	399	452
s_4254	ZNF479	269	347	124	199
s_5458	Non-Targeting Control	896	957	355	441
s_2315	ZNF69	434	553	183	272
s_2650	TBX18	64	54	24	18
s_713	HLA-DPB1	622	703	270	326
s_3075	ATF6	1015	1048	370	498
s_4780	ZNF778	702	748	292	372
s_5327	BTNL10	464	753	202	242
s_4029	LY6G5C	374	432	140	199
s_4432	ZNF684	1396	1518	544	706
s_2001	ZEB1	1901	2012	711	887
s_4918	ZNF740	698	757	293	351
s_285	DLX1	907	893	352	414
s_476	ETV4	818	943	354	450
s_2254	ZNF18	641	766	274	336
s_5253	DPRX	1004	997	411	484
s_2203	ZIC1	1692	1810	692	823
s_1601	POU6F1	249	539	122	261
s_1582	POU4F1	150	124	59	78
s_5504	Non-Targeting Control	525	591	210	315
s_5337	TCF24	861	1023	353	439
s_3029	TFEC	1135	1171	413	516
s_194	CENPB	530	585	185	300
s_5731	Non-Targeting Control	251	335	78	116
s_5217	LHX8	742	780	271	344
s_1480	PAX4	403	465	187	207
s_3110	USP22	148	199	61	80
s_1531	PITX3	454	431	173	188
s_491	EVX1	188	239	78	106
s_2212	ZIC3	591	643	257	296
s_2429	ZNF180	812	958	323	384
s_4767	ZNF431	274	323	127	162
s_2065	TFCP2	1319	1456	511	659
s_1638	PTEN	730	777	325	317
s_1484	PAX5	715	764	257	335
s_3068	ZBTB1	757	935	291	362
s_5198	FOXI2	636	706	269	357
s_1209	MEF2A	1356	1435	488	708
s_2451	ZNF200	714	776	275	357
s_3483	ZNF331	903	971	304	424
s_5060	FIGLA	934	939	363	419
s_2371	ZNF134	493	565	208	265
s_330	E2F3	1186	1307	511	619
s_2026	MLX	548	531	214	290
s_3098	MGA	160	196	63	101
s_4490	FOXR2	440	559	183	216
s_1736	SALL2	1472	1619	577	808
s_472	ETV3	252	300	90	131
s_4676	ZNF550	1036	1141	431	524
s_2769	MED12	691	782	278	313
s_559	FOXO1	635	695	265	315
s_3732	HIVEP3	1352	1407	518	607
s_3758	ZNF667	1575	1561	606	755
s_2683	KLF4	458	466	185	254
s_453	ETS1	994	1050	410	494
s_3373	ZNF571	780	957	346	441
s_3265	ZBTB44	437	431	148	211
s_5912	Non-Targeting Control	1148	1263	427	566
s_1310	MYF6	1138	1161	410	547
s_2322	ZNF75D	869	841	350	406
s_4177	ZNF587	1670	1713	695	851
s_2878	BATF	550	658	216	320
s_1654	RARA	393	413	152	185
s_5632	Non-Targeting Control	277	232	99	107
s_583	NR5A2	506	676	253	307
s_404	EMX1	395	419	147	172
s_4324	IL17F	1034	1086	409	477
s_824	HOXA9	501	569	218	282
s_2642	SOCS3	315	306	124	142
s_4610	GLIS1	688	729	296	359
s_5067	FOXI3	512	579	186	255
s_1988	HNF1B	832	998	329	431
s_3955	ZBTB3	531	533	171	237
s_5591	Non-Targeting Control	881	909	308	432
s_2602	BHLHE40	104	129	46	73
s_3971	BTNL8	391	505	180	190
s_3688	HES4	634	698	292	302
s_3827	IKZF5	325	362	111	184
s_611	GATA6	781	886	322	365
s_1594	POU5F1	576	640	250	273
s_1864	SP2	946	1028	359	438
s_3553	ZNF302	798	833	319	383
s_3701	CREBZF	900	1050	328	423
s_2663	MSC	496	568	186	252
s_123	RUNX2	840	892	296	377
s_4168	ZNF341	850	966	267	436
s_2439	ZSCAN26	654	746	295	353
s_3285	TBX21	343	338	107	140
s_2017	TCF19	647	670	249	305
s_4871	ZNF620	708	828	341	344
s_4988	ZFP41	920	1028	353	453
s_4645	ZNF782	1079	1195	440	540
s_5721	Non-Targeting Control	723	772	268	366
s_2181	XPA	585	679	265	306
s_1662	RARG	736	716	249	311
s_1271	MSX2	324	377	174	194
s_87	BCL6	270	281	108	128
s_3669	ZBTB26	966	1149	301	523
s_1089	IRF2	804	868	327	413
s_3120	HEY1	898	963	364	467
s_426	ERF	374	425	177	201
s_364	EGR3	711	863	351	378
s_4495	ZFP28	900	1008	372	429
s_3020	KLF8	488	550	182	253
s_816	HOXA6	717	724	289	333
s_3340	ZBTB7B	1066	1171	423	518
s_2274	ZNF26	1166	1262	499	567
s_2721	GTF2IRD1	986	1079	366	464
s_2440	ZSCAN26	550	481	182	246
s_1917	STAT4	1397	1421	512	659
s_1892	SREBF2	1025	1095	385	501
s_4253	ZNF479	1164	1307	422	562
s_3905	BHLHE41	906	953	352	461
s_4969	ZNF852	364	430	171	175
s_2653	IL1RL1	487	639	181	309
s_3648	EBF4	804	828	324	394
s_3060	MLXIP	865	848	345	417
s_4675	ZNF550	1207	1370	379	517
s_5573	Non-Targeting Control	1327	1426	466	618
s_1136	LAG3	713	816	298	416
s_3242	TAF5L	393	465	191	203
s_2708	HAND2	503	562	213	270
s_676	GZMB	579	644	214	349
s_5085	ZFP57	774	793	329	352
s_4457	ZFP42	1117	1166	494	536
s_3333	TBX22	969	1054	361	458
s_2768	MAFB	306	263	120	127
s_2851	BTN3A3	487	539	199	227
s_2690	PPT2	605	570	235	265
s_3505	ZNF692	336	496	211	233
s_5360	ZNF705B	846	889	304	410
s_4652	HSFY2	1139	1187	468	557
s_2512	LST1	774	790	280	319
s_1921	STAT5A	1113	1260	456	561
s_5362	ZNF705B	672	751	251	339
s_5061	FIGLA	717	837	310	363
s_1264	MSH5	809	810	294	343
s_1190	MAF	646	671	253	318
s_3787	PRDM16	495	523	202	238
s_4189	ZFHX2	114	269	72	57
s_4812	ZSCAN4	1052	1134	411	521
s_4098	ZNF541	978	1079	411	472
s_2268	ZNF22	397	442	151	224
s_3788	PRDM16	291	415	143	256
s_4373	SP7	140	168	46	77
s_3495	ZNF823	995	1083	401	486
s_2871	ZNF211	798	813	308	395
s_3765	DMRTC2	692	733	264	365
s_5894	Non-Targeting Control	982	1041	383	458
s_1173	SMAD3	846	919	318	401
s_5178	ONECUT3	479	526	179	210
s_3299	SOX8	468	540	172	271
s_3959	ZNF669	632	596	247	329
s_5741	Non-Targeting Control	343	394	101	164
s_490	EVX1	338	371	132	158
s_1977	TBX3	1299	1415	512	671
s_3815	NSD1	407	489	138	218
s_362	EGR3	926	996	367	431
s_3948	CARF	698	844	289	366
s_4483	HDX	671	709	256	346
s_5813	Non-Targeting Control	706	777	332	388
s_3888	ZNF343	829	938	400	428
s_4440	BHLHE23	486	578	206	311
s_3470	THAP1	231	296	94	131
s_2928	NFAT5	884	1030	425	451
s_3488	HES6	438	508	181	205
s_717	HLA-DQB1	451	481	198	199
s_102	FOXL2	795	972	358	409
s_1669	RELA	611	716	274	345
s_292	DLX2	1005	1152	410	562
s_1869	SP4	1079	1217	425	568
s_156	CD44	933	921	396	419
s_1942	TAL2	578	745	225	328
s_1369	NFIC	606	710	285	277
s_5549	Non-Targeting Control	1310	1332	492	627
s_4569	SIX5	318	287	110	163
s_2244	ZNF708	1105	1190	414	538
s_663	GTF2I	532	386	166	204
s_5974	Non-Targeting Control	829	1011	348	458
s_1351	NFATC4	656	750	271	292
s_3904	ZNF557	1018	1142	402	475
s_3214	HEYL	817	944	331	400
s_4909	ZNF311	1062	1095	493	557
s_3962	ZNF671	121	152	51	70
s_2956	ZNF273	849	974	344	416
s_2777	NR1H4	1359	1411	525	670
s_5509	Non-Targeting Control	509	557	228	249
s_2008	TCF12	768	872	316	390
s_1272	MSX2	614	741	273	327
s_1741	SATB1	1006	1130	402	523
s_2416	VEZF1	624	833	268	365
s_986	IL1R1	855	954	365	485
s_4737	ZNF467	571	569	192	292
s_4542	ZNF534	296	265	143	137
s_1966	TBX6	351	402	176	222
s_2828	IRX5	193	207	81	85
s_5308	ZNF736	593	668	246	263
s_3956	ZBTB3	771	888	342	404
s_1470	PAX2	437	484	158	209
s_4947	ZNF615	938	1025	390	447
s_381	ELF4	990	1073	383	461
s_4931	ZNF776	1118	1246	432	572
s_1112	IRF7	817	887	301	404
s_388	ELF5	1072	1193	463	562
s_126	RUNX1	711	739	258	333
s_3683	RBAK	504	642	246	259
s_3609	ZNF695	831	998	292	360
s_688	HIF1A	1472	1572	581	679
s_192	CEBPG	1083	1227	453	584
s_4875	EBF3	78	110	43	48
s_3665	ZFP14	554	582	238	261
s_2177	XBP1	779	910	326	381
s_812	HOXA5	420	496	170	191
s_5925	Non-Targeting Control	683	734	316	335
s_5303	RHOXF2B	429	460	158	207
s_3081	ZNF423	373	431	129	190
s_5803	Non-Targeting Control	143	256	58	108
s_1436	NRF1	583	612	222	318
s_1017	IL6	609	717	272	314
s_5176	ONECUT3	152	220	79	98
s_4100	ZNF541	822	828	323	403
s_2773	NR1I3	1418	1525	562	697
s_3145	MAFF	469	526	234	229
s_309	DMRT1	500	515	219	229
s_2822	ZNF443	1108	1214	380	559
s_5230	ZNF506	914	881	333	392
s_5074	EVX2	983	1114	430	482
s_857	HOXB6	457	571	201	255
s_2250	ZNF17	744	782	283	374
s_2860	ZBTB18	862	935	358	452
s_1933	T	264	330	115	189
s_5183	ZNF805	1205	1516	450	616
s_2578	FOXN1	942	1157	434	500
s_2889	MXD4	775	790	287	377
s_3697	NFE4	755	867	253	371
s_4233	MED30	721	740	232	372
s_5192	HELT	406	500	175	221
s_2825	IRX5	695	711	247	323
s_3216	HEYL	592	644	249	289
s_548	FOXM1	924	1064	387	483
s_5139	HES5	450	508	229	228
s_2270	ZNF23	643	679	248	309
s_5959	Non-Targeting Control	705	777	266	349
s_1332	NEUROG1	447	524	183	215
s_3679	ZNF529	1115	1105	424	590
s_2211	ZIC3	237	243	89	122
s_1355	NFE2	335	488	151	193
s_1059	IL13	1075	1295	479	508
s_5738	Non-Targeting Control	269	231	123	134
s_5161	MAFA	328	389	123	153
s_2762	ARNT2	1117	1248	488	565
s_3442	FEV	763	963	209	508
s_4184	ZNF566	1633	1717	632	775
s_3148	MAFF	977	1127	413	469
s_344	E2F6	116	181	47	65
s_675	GZMB	701	855	317	391
s_5391	ZNF891	974	1097	397	507
s_3930	E2F8	305	368	106	149
s_2260	ZNF19	1514	1742	617	782
s_930	HOXD10	937	925	369	467
s_5100	ZNF713	1336	1451	525	654
s_1646	PURA	479	479	228	251
s_3884	ZSCAN5A	958	1072	410	506
s_5301	FOXD4L5	706	813	300	354
s_5331	ZNF730	642	747	247	321
s_5623	Non-Targeting Control	570	703	245	282
s_2940	PHTF1	824	890	329	372
s_2707	HAND2	636	677	272	308
s_5473	Non-Targeting Control	503	616	218	313
s_5130	ZNF761	1009	1108	430	442
s_4867	ZNF396	380	358	159	197
s_3436	HES2	198	286	91	123
s_913	HOXD3	997	1038	428	524
s_586	NR5A1	577	656	225	298
s_19	AIF1	927	991	367	459
s_2521	MTERF1	951	1054	325	465
s_5908	Non-Targeting Control	243	255	102	132
s_4694	ZNF564	1125	1144	444	537
s_4311	FOXP2	875	955	396	432
s_852	HOXB4	417	499	202	243
s_5540	Non-Targeting Control	892	920	327	403
s_3866	BCL11B	500	549	234	254
s_4545	ZNF418	1239	1349	468	577
s_4505	CTCFL	563	604	256	298
s_2948	ZNF266	662	704	274	322
s_5449	Non-Targeting Control	1015	1124	393	476
s_3086	ZBTB43	61	90	36	40
s_5713	Non-Targeting Control	888	957	318	444
s_2276	ZNF26	1663	1746	643	844
s_2540	FOSL1	977	1024	400	461
s_1395	NFYA	500	510	164	238
s_5848	Non-Targeting Control	1090	1177	458	538
s_5860	Non-Targeting Control	679	829	285	344
s_2598	BARX2	678	874	283	377
s_5103	FOXD4L4	1708	1658	635	792
s_5325	ZSCAN30	992	1048	386	455
s_5612	Non-Targeting Control	764	812	352	394
s_5413	Non-Targeting Control	592	632	219	325
s_5006	ZNF181	1054	1125	423	509
s_295	DLX3	1050	1073	441	493
